id_surat,nomor_surat,tanggal_diterima,pengirim,perihal,jenis_surat_id,status,raw_data
SRT-3038,1016/ITERA/BAU/2024,2024-05-07,Biro Umum dan Keuangan,Dolorum molestias officia numquam doloribus optio corrupti.,3,Proses,{}
SRT-3039,1017/ITERA/BAU/2025,2025-04-08,Biro Akademik Umum,Quisquam ipsa veniam harum minus.,1,Selesai,{}
SRT-3040,1018/ITERA/BAU/2025,2025-01-25,Rektorat,Porro at animi cupiditate.,4,Proses,{}
SRT-3041,1019/ITERA/BAU/2023,2023-12-17,Rektorat,Ipsa libero fugiat iste est harum aliquam.,1,Proses,{}
SRT-3042,1020/ITERA/BAU/2024,2024-05-06,UPT TIK,Soluta voluptas ea illo velit.,1,Proses,{}
SRT-3043,1021/ITERA/BAU/2024,2024-11-28,Jurusan Teknologi Produksi dan Industri,Labore quis assumenda voluptatem natus.,5,Selesai,{}
SRT-3044,1022/ITERA/BAU/2025,2025-02-28,Prodi Sains Data,Quibusdam qui hic nihil quae animi odio ad.,4,Selesai,{}
SRT-3045,1023/ITERA/BAU/2025,2025-10-17,Unit Kerja 13,Ipsum hic optio ex ut molestiae consequatur dicta.,3,Proses,{}
SRT-3046,1024/ITERA/BAU/2024,2024-03-11,Jurusan Sains,Perspiciatis architecto illo minima placeat alias.,3,Proses,{}
SRT-3047,1025/ITERA/BAU/2025,2025-10-26,Unit Kerja 13,Velit vitae totam.,3,Disposisi,{}
SRT-3048,1026/ITERA/BAU/2024,2024-08-27,Biro Akademik Umum,Suscipit autem aliquid consequuntur quasi temporibus cupiditate.,4,Selesai,{}
SRT-3049,1027/ITERA/BAU/2024,2024-11-28,Jurusan Sains,Impedit animi odio quisquam odio eius commodi.,3,Selesai,{}
SRT-3050,1028/ITERA/BAU/2025,2025-02-21,UPT TIK,Quidem eligendi vitae.,1,Selesai,{}
SRT-3051,1029/ITERA/BAU/2024,2024-06-20,Unit Kerja 11,Ex libero illum.,5,Proses,{}
SRT-3052,1030/ITERA/BAU/2024,2024-06-01,Prodi Sains Data,Assumenda magnam voluptatem dolorum eum maxime.,1,Proses,{}
SRT-3053,1031/ITERA/BAU/2023,2023-12-05,Rektorat,Inventore officiis sunt ducimus dolor officia inventore.,2,Selesai,{}
SRT-3054,1032/ITERA/BAU/2025,2025-03-21,Rektorat,Delectus earum nemo distinctio.,4,Proses,{}
SRT-3055,1033/ITERA/BAU/2025,2025-02-14,Rektorat,Dolores enim vero molestias illo ipsam.,1,Disposisi,{}
SRT-3056,1034/ITERA/BAU/2025,2025-08-21,Unit Kerja 15,Nihil deserunt neque dolorem.,1,Selesai,{}
SRT-3057,1035/ITERA/BAU/2024,2024-04-14,UPT TIK,Temporibus odio minus doloremque alias.,5,Selesai,{}
SRT-3058,1036/ITERA/BAU/2024,2024-09-26,Fakultas Sains,Ea incidunt dolor tempora occaecati.,2,Selesai,{}
SRT-3059,1037/ITERA/BAU/2024,2024-04-24,Jurusan Teknologi Produksi dan Industri,Consectetur cumque voluptates voluptates harum.,4,Disposisi,{}
SRT-3060,1038/ITERA/BAU/2024,2024-06-02,Fakultas Teknologi Industri,Velit atque quod fuga consequatur.,1,Proses,{}
SRT-3061,1039/ITERA/BAU/2024,2024-01-11,Rektorat,Ex pariatur voluptate ducimus earum aliquam laborum.,2,Disposisi,{}
SRT-3062,1040/ITERA/BAU/2025,2025-07-22,Unit Kerja 13,Quis repudiandae illum cum rem modi quod.,1,Proses,{}
SRT-3063,1041/ITERA/BAU/2024,2024-08-20,Jurusan Sains,Aut numquam reiciendis ipsam esse voluptatum.,3,Proses,{}
SRT-3064,1042/ITERA/BAU/2024,2024-05-30,Jurusan Sains,Earum quasi officiis autem dignissimos.,5,Proses,{}
SRT-3065,1043/ITERA/BAU/2024,2024-10-03,Biro Umum dan Keuangan,Adipisci ducimus consectetur sapiente atque expedita.,3,Selesai,{}
SRT-3066,1044/ITERA/BAU/2024,2024-10-29,UPT TIK,Saepe ab ratione similique consectetur adipisci.,4,Disposisi,{}
SRT-3067,1045/ITERA/BAU/2024,2024-04-18,Unit Kerja 13,Fugiat quidem minus fugit quaerat.,1,Selesai,{}
SRT-3068,1046/ITERA/BAU/2025,2025-02-26,Jurusan Sains,Impedit excepturi quis.,1,Proses,{}
SRT-3069,1047/ITERA/BAU/2024,2024-06-28,Unit Kerja 12,Iure necessitatibus esse explicabo nemo.,3,Selesai,{}
SRT-3070,1048/ITERA/BAU/2025,2025-07-16,Unit Kerja 12,Accusantium ratione laborum officiis cum fuga.,5,Proses,{}
SRT-3071,1049/ITERA/BAU/2024,2024-05-06,Prodi Sains Data,Ipsam excepturi praesentium vitae amet.,5,Disposisi,{}
SRT-3072,1050/ITERA/BAU/2025,2025-08-23,Rektorat,Quas vero nemo tenetur sunt ipsam.,2,Selesai,{}
SRT-3073,1051/ITERA/BAU/2025,2025-04-10,Unit Kerja 11,Suscipit voluptate molestiae neque reprehenderit.,3,Disposisi,{}
SRT-3074,1052/ITERA/BAU/2024,2024-01-08,Fakultas Teknologi Industri,Nisi reprehenderit suscipit magnam deserunt adipisci id.,3,Proses,{}
SRT-3075,1053/ITERA/BAU/2025,2025-04-30,Prodi Informatika,Dolore eius eaque ipsam.,4,Proses,{}
SRT-3076,1054/ITERA/BAU/2024,2024-08-08,Unit Kerja 11,Voluptate corporis perferendis ex cum laborum.,4,Disposisi,{}
SRT-3077,1055/ITERA/BAU/2025,2025-06-14,Unit Kerja 13,Deserunt modi culpa dolore delectus.,2,Proses,{}
SRT-3078,1056/ITERA/BAU/2024,2024-02-27,Rektorat,Veniam animi saepe delectus perferendis eos sit ut.,4,Proses,{}
SRT-3079,1057/ITERA/BAU/2025,2025-07-21,Unit Kerja 14,Ullam ipsa incidunt voluptatibus ut sapiente dolore.,5,Selesai,{}
SRT-3080,1058/ITERA/BAU/2025,2025-06-01,Unit Kerja 13,Ratione assumenda quos dolorum maiores quasi.,2,Selesai,{}
SRT-3081,1059/ITERA/BAU/2025,2025-08-20,Biro Umum dan Keuangan,Deserunt esse quasi enim tenetur.,5,Selesai,{}
SRT-3082,1060/ITERA/BAU/2025,2025-11-04,Fakultas Sains,Expedita dicta tempore optio eligendi quas consequatur.,5,Selesai,{}
SRT-3083,1061/ITERA/BAU/2024,2024-05-18,Unit Kerja 11,Reprehenderit quae ea laborum iure corrupti consequatur.,2,Disposisi,{}
SRT-3084,1062/ITERA/BAU/2025,2025-09-30,Unit Kerja 14,Quos ipsum debitis praesentium vel voluptatum.,1,Selesai,{}
SRT-3085,1063/ITERA/BAU/2025,2025-01-10,Unit Kerja 13,Repellat veniam eos earum deleniti delectus iure.,4,Disposisi,{}
SRT-3086,1064/ITERA/BAU/2025,2025-06-17,Unit Kerja 15,Distinctio asperiores totam quisquam.,1,Selesai,{}
SRT-3087,1065/ITERA/BAU/2025,2025-07-31,Biro Umum dan Keuangan,Officia eius exercitationem unde impedit numquam corrupti.,3,Proses,{}
SRT-3088,1066/ITERA/BAU/2025,2025-03-05,Biro Akademik Umum,Illo cumque sapiente.,3,Disposisi,{}
SRT-3089,1067/ITERA/BAU/2024,2024-02-09,Unit Kerja 12,Consectetur quas minus.,3,Selesai,{}
SRT-3090,1068/ITERA/BAU/2023,2023-11-28,Prodi Informatika,Dolor aperiam reprehenderit eaque.,4,Proses,{}
SRT-3091,1069/ITERA/BAU/2025,2025-03-14,Unit Kerja 15,Veritatis incidunt expedita maxime nisi officiis.,1,Disposisi,{}
SRT-3092,1070/ITERA/BAU/2025,2025-03-03,Unit Kerja 15,Nobis non velit deleniti.,4,Disposisi,{}
SRT-3093,1071/ITERA/BAU/2025,2025-03-11,Jurusan Teknologi Produksi dan Industri,Impedit itaque tenetur facere quia.,3,Disposisi,{}
SRT-3094,1072/ITERA/BAU/2025,2025-01-11,Biro Umum dan Keuangan,Reiciendis ea modi illo ullam assumenda placeat.,3,Disposisi,{}
SRT-3095,1073/ITERA/BAU/2024,2024-03-03,Fakultas Teknologi Industri,Harum impedit animi commodi officia cumque commodi rerum.,3,Disposisi,{}
SRT-3096,1074/ITERA/BAU/2024,2024-10-18,Unit Kerja 15,Soluta recusandae natus aperiam.,5,Disposisi,{}
SRT-3097,1075/ITERA/BAU/2025,2025-10-22,Unit Kerja 11,Harum saepe nostrum sunt ad sit reiciendis.,3,Selesai,{}
SRT-3098,1076/ITERA/BAU/2024,2024-07-23,Jurusan Teknologi Produksi dan Industri,Earum aspernatur itaque sed unde.,1,Proses,{}
SRT-3099,1077/ITERA/BAU/2024,2024-05-08,Unit Kerja 15,Possimus nobis veritatis eius consectetur soluta possimus.,4,Proses,{}
SRT-3100,1078/ITERA/BAU/2024,2024-06-30,Fakultas Teknologi Industri,Quam non deleniti ducimus dicta.,3,Disposisi,{}
SRT-3101,1079/ITERA/BAU/2025,2025-09-21,Unit Kerja 12,Ratione veritatis et voluptatem molestiae.,3,Disposisi,{}
SRT-3102,1080/ITERA/BAU/2024,2024-12-07,UPT TIK,Deleniti ipsum voluptatum velit sapiente.,1,Proses,{}
SRT-3103,1081/ITERA/BAU/2024,2024-04-29,Unit Kerja 14,Molestiae iusto error iste.,5,Disposisi,{}
SRT-3104,1082/ITERA/BAU/2024,2024-12-12,Fakultas Sains,Assumenda similique voluptatem eveniet.,1,Proses,{}
SRT-3105,1083/ITERA/BAU/2024,2024-11-24,Unit Kerja 11,Ab corporis suscipit doloremque deserunt id.,5,Disposisi,{}
SRT-3106,1084/ITERA/BAU/2025,2025-07-25,Unit Kerja 13,Sequi veniam ad veniam pariatur laudantium eligendi.,5,Proses,{}
SRT-3107,1085/ITERA/BAU/2024,2024-01-21,Unit Kerja 14,Et unde cumque harum eligendi sequi voluptatibus quam.,5,Selesai,{}
SRT-3108,1086/ITERA/BAU/2025,2025-03-21,Jurusan Sains,Accusantium corporis aspernatur.,3,Selesai,{}
SRT-3109,1087/ITERA/BAU/2025,2025-09-10,Prodi Sains Data,Illum sed aliquam tempore.,5,Selesai,{}
SRT-3110,1088/ITERA/BAU/2025,2025-03-05,Jurusan Teknologi Produksi dan Industri,Ratione sed quisquam libero labore.,2,Selesai,{}
SRT-3111,1089/ITERA/BAU/2025,2025-08-17,Biro Umum dan Keuangan,Quae voluptas optio hic dolor.,1,Selesai,{}
SRT-3112,1090/ITERA/BAU/2025,2025-10-02,Jurusan Sains,Optio dolorem aut laborum hic sequi consequatur.,2,Selesai,{}
SRT-3113,1091/ITERA/BAU/2024,2024-11-05,Fakultas Teknologi Industri,Harum doloribus ab corporis quidem voluptatem vero facilis.,3,Selesai,{}
SRT-3114,1092/ITERA/BAU/2025,2025-01-13,UPT TIK,Debitis totam quisquam atque.,1,Selesai,{}
SRT-3115,1093/ITERA/BAU/2024,2024-05-29,Unit Kerja 15,Ipsam quam laborum repellat dolorum.,1,Proses,{}
SRT-3116,1094/ITERA/BAU/2025,2025-03-09,Unit Kerja 12,Vel neque corporis quo.,4,Selesai,{}
SRT-3117,1095/ITERA/BAU/2024,2024-06-18,Unit Kerja 12,Eligendi recusandae eius est voluptatem facere ratione.,1,Proses,{}
SRT-3118,1096/ITERA/BAU/2023,2023-12-23,Unit Kerja 13,Culpa optio minus aliquid sunt sapiente.,1,Selesai,{}
SRT-3119,1097/ITERA/BAU/2024,2024-05-30,Biro Akademik Umum,Enim aperiam rem eos laboriosam tenetur ad.,4,Disposisi,{}
SRT-3120,1098/ITERA/BAU/2024,2024-02-06,Unit Kerja 13,Unde minus beatae suscipit fugiat.,2,Proses,{}
SRT-3121,1099/ITERA/BAU/2025,2025-05-06,Biro Akademik Umum,Autem mollitia deserunt error ex sunt.,4,Disposisi,{}
SRT-3122,1100/ITERA/BAU/2025,2025-01-20,Prodi Sains Data,Veritatis ea explicabo est.,2,Selesai,{}
SRT-3123,1101/ITERA/BAU/2025,2025-02-07,Fakultas Teknologi Industri,Tempore cum aliquid assumenda omnis non ad.,1,Proses,{}
SRT-3124,1102/ITERA/BAU/2024,2024-01-04,Biro Akademik Umum,Quidem ducimus aut voluptatum.,1,Disposisi,{}
SRT-3125,1103/ITERA/BAU/2025,2025-10-21,Unit Kerja 13,Eveniet voluptas distinctio.,3,Selesai,{}
SRT-3126,1104/ITERA/BAU/2023,2023-12-27,Unit Kerja 12,Quasi nemo quis molestiae totam consequuntur.,2,Disposisi,{}
SRT-3127,1105/ITERA/BAU/2024,2024-01-25,Unit Kerja 12,Molestiae nisi nobis occaecati esse nam numquam.,5,Disposisi,{}
SRT-3128,1106/ITERA/BAU/2024,2024-07-27,Jurusan Teknologi Produksi dan Industri,Eum unde at.,4,Proses,{}
SRT-3129,1107/ITERA/BAU/2025,2025-05-31,Unit Kerja 15,A vitae fugiat perspiciatis nisi tempora.,5,Proses,{}
SRT-3130,1108/ITERA/BAU/2025,2025-02-14,Unit Kerja 12,Labore eveniet et vero fugit aliquid.,1,Selesai,{}
SRT-3131,1109/ITERA/BAU/2025,2025-06-08,Unit Kerja 13,Tenetur unde libero corporis laboriosam sapiente autem aliquam.,1,Selesai,{}
SRT-3132,1110/ITERA/BAU/2023,2023-12-12,Fakultas Teknologi Industri,Explicabo assumenda dicta.,5,Selesai,{}
SRT-3133,1111/ITERA/BAU/2025,2025-01-20,Unit Kerja 15,Ipsum quae fuga officiis totam natus.,2,Disposisi,{}
SRT-3134,1112/ITERA/BAU/2024,2024-06-04,Unit Kerja 11,Autem pariatur impedit cupiditate aspernatur laudantium minus.,2,Proses,{}
SRT-3135,1113/ITERA/BAU/2024,2024-12-11,Prodi Informatika,Facilis earum nesciunt voluptatem.,4,Proses,{}
SRT-3136,1114/ITERA/BAU/2025,2025-08-13,Prodi Sains Data,Tempora et animi blanditiis.,3,Disposisi,{}
SRT-3137,1115/ITERA/BAU/2025,2025-11-03,Prodi Sains Data,Fugiat amet eaque tempora eum.,3,Selesai,{}
SRT-3138,1116/ITERA/BAU/2025,2025-06-05,Rektorat,Itaque itaque aspernatur consequatur.,4,Disposisi,{}
SRT-3139,1117/ITERA/BAU/2025,2025-03-26,Jurusan Teknologi Produksi dan Industri,Quisquam et harum assumenda.,5,Disposisi,{}
SRT-3140,1118/ITERA/BAU/2025,2025-11-03,Jurusan Sains,Porro repellendus asperiores ad corrupti quibusdam perferendis.,5,Disposisi,{}
SRT-3141,1119/ITERA/BAU/2025,2025-05-24,Jurusan Teknologi Produksi dan Industri,Impedit quibusdam assumenda laudantium ab.,3,Disposisi,{}
SRT-3142,1120/ITERA/BAU/2024,2024-07-07,Prodi Informatika,Nobis magni laborum odit hic.,1,Proses,{}
SRT-3143,1121/ITERA/BAU/2025,2025-09-30,Unit Kerja 12,Sunt maiores illo necessitatibus.,3,Proses,{}
SRT-3144,1122/ITERA/BAU/2025,2025-11-01,Prodi Sains Data,Id corrupti deserunt suscipit occaecati quo.,1,Proses,{}
SRT-3145,1123/ITERA/BAU/2025,2025-11-20,Unit Kerja 13,Autem ut magnam nam qui odio iste voluptatibus.,3,Selesai,{}
SRT-3146,1124/ITERA/BAU/2025,2025-09-01,UPT TIK,Nisi id repellat nam.,2,Disposisi,{}
SRT-3147,1125/ITERA/BAU/2024,2024-11-11,Unit Kerja 11,Ipsam deleniti maxime minus quia laborum ex.,1,Proses,{}
SRT-3148,1126/ITERA/BAU/2025,2025-07-08,UPT TIK,Ipsa inventore a.,3,Proses,{}
SRT-3149,1127/ITERA/BAU/2024,2024-09-13,Jurusan Sains,Repellat officiis nam at sint.,3,Disposisi,{}
SRT-3150,1128/ITERA/BAU/2024,2024-02-18,UPT TIK,Cum ea sequi beatae a laudantium harum.,1,Selesai,{}
SRT-3151,1129/ITERA/BAU/2024,2024-05-14,Rektorat,Aperiam ea nemo enim aperiam enim.,3,Disposisi,{}
SRT-3152,1130/ITERA/BAU/2025,2025-08-19,Fakultas Teknologi Industri,Excepturi quas quo aliquid consequuntur.,5,Proses,{}
SRT-3153,1131/ITERA/BAU/2025,2025-08-29,Unit Kerja 12,Veritatis velit dolor fugit.,2,Proses,{}
SRT-3154,1132/ITERA/BAU/2024,2024-12-16,UPT TIK,Sint odio voluptatem facere quam pariatur consequatur.,2,Proses,{}
SRT-3155,1133/ITERA/BAU/2023,2023-12-06,Fakultas Sains,Rerum necessitatibus repellendus repellendus maxime necessitatibus rerum fuga.,4,Proses,{}
SRT-3156,1134/ITERA/BAU/2025,2025-06-17,Unit Kerja 12,Consequatur quam quo incidunt quisquam quisquam.,3,Disposisi,{}
SRT-3157,1135/ITERA/BAU/2024,2024-07-05,Unit Kerja 14,Non aliquid impedit eligendi a doloribus eveniet.,4,Proses,{}
SRT-3158,1136/ITERA/BAU/2025,2025-06-10,Prodi Sains Data,Temporibus quaerat minus consequuntur.,2,Proses,{}
SRT-3159,1137/ITERA/BAU/2025,2025-03-08,Biro Umum dan Keuangan,Voluptatum labore repudiandae voluptatum.,4,Proses,{}
SRT-3160,1138/ITERA/BAU/2023,2023-11-24,UPT TIK,Dignissimos voluptatum aut dicta temporibus nisi hic qui.,1,Disposisi,{}
SRT-3161,1139/ITERA/BAU/2024,2024-10-03,Unit Kerja 11,Iusto perspiciatis rerum dolorum.,1,Selesai,{}
SRT-3162,1140/ITERA/BAU/2025,2025-01-01,Unit Kerja 12,Voluptatum quae voluptas quaerat cum.,2,Selesai,{}
SRT-3163,1141/ITERA/BAU/2024,2024-08-19,Rektorat,Alias explicabo similique illo.,3,Selesai,{}
SRT-3164,1142/ITERA/BAU/2024,2024-11-24,Unit Kerja 11,Distinctio impedit magnam reprehenderit.,2,Disposisi,{}
SRT-3165,1143/ITERA/BAU/2024,2024-10-05,Unit Kerja 15,Voluptatem odit quis.,1,Selesai,{}
SRT-3166,1144/ITERA/BAU/2025,2025-08-05,Biro Akademik Umum,Optio praesentium maxime sed ab amet.,2,Selesai,{}
SRT-3167,1145/ITERA/BAU/2024,2024-12-12,Unit Kerja 14,Nihil ipsa asperiores voluptate aspernatur qui labore.,2,Disposisi,{}
SRT-3168,1146/ITERA/BAU/2024,2024-05-19,Jurusan Sains,Nihil sunt temporibus sint.,1,Selesai,{}
SRT-3169,1147/ITERA/BAU/2024,2024-12-03,Unit Kerja 12,Eveniet quidem repellat reprehenderit velit reprehenderit consectetur.,4,Disposisi,{}
SRT-3170,1148/ITERA/BAU/2024,2024-01-26,Biro Akademik Umum,Porro error nemo molestias maxime.,3,Selesai,{}
SRT-3171,1149/ITERA/BAU/2024,2024-09-16,Unit Kerja 13,Minus excepturi fugiat velit blanditiis ut fugiat in.,4,Selesai,{}
SRT-3172,1150/ITERA/BAU/2025,2025-10-23,Jurusan Teknologi Produksi dan Industri,Enim mollitia cum minus hic doloribus.,3,Proses,{}
SRT-3173,1151/ITERA/BAU/2025,2025-05-10,Unit Kerja 11,Dignissimos laudantium autem vero omnis aliquam.,2,Selesai,{}
SRT-3174,1152/ITERA/BAU/2024,2024-03-17,Biro Umum dan Keuangan,Odit alias neque.,5,Disposisi,{}
SRT-3175,1153/ITERA/BAU/2024,2024-10-21,Prodi Informatika,Impedit hic tempora ipsa eveniet.,5,Proses,{}
SRT-3176,1154/ITERA/BAU/2024,2024-12-10,Prodi Sains Data,Molestias provident blanditiis quos.,2,Proses,{}
SRT-3177,1155/ITERA/BAU/2023,2023-12-07,Prodi Sains Data,Quis voluptatem est odit.,1,Disposisi,{}
SRT-3178,1156/ITERA/BAU/2025,2025-04-10,Unit Kerja 15,Voluptas quaerat soluta ullam deserunt.,1,Proses,{}
SRT-3179,1157/ITERA/BAU/2025,2025-04-10,Fakultas Teknologi Industri,Ratione explicabo illum architecto.,3,Selesai,{}
SRT-3180,1158/ITERA/BAU/2025,2025-08-10,Unit Kerja 13,Aperiam pariatur non veritatis libero minus.,5,Disposisi,{}
SRT-3181,1159/ITERA/BAU/2024,2024-07-28,Biro Akademik Umum,Corrupti repellat minus ex dicta deleniti perferendis.,5,Disposisi,{}
SRT-3182,1160/ITERA/BAU/2025,2025-06-28,Biro Akademik Umum,Iste ipsa magnam esse optio.,3,Proses,{}
SRT-3183,1161/ITERA/BAU/2025,2025-03-03,Unit Kerja 11,Beatae minima corrupti voluptate.,3,Disposisi,{}
SRT-3184,1162/ITERA/BAU/2025,2025-08-21,Unit Kerja 14,Velit vitae nihil voluptatem vel nemo maiores.,3,Proses,{}
SRT-3185,1163/ITERA/BAU/2024,2024-10-17,Fakultas Teknologi Industri,Velit et nemo mollitia vitae.,2,Selesai,{}
SRT-3186,1164/ITERA/BAU/2025,2025-03-06,Prodi Sains Data,Iusto optio quod occaecati aliquam odio doloribus ipsa.,4,Disposisi,{}
SRT-3187,1165/ITERA/BAU/2024,2024-10-23,Unit Kerja 12,Aspernatur odit fugiat corporis.,4,Proses,{}
SRT-3188,1166/ITERA/BAU/2025,2025-07-01,UPT TIK,Dolorum illum placeat in eius laborum.,2,Disposisi,{}
SRT-3189,1167/ITERA/BAU/2025,2025-10-10,Prodi Informatika,Repellendus ab aspernatur.,5,Disposisi,{}
SRT-3190,1168/ITERA/BAU/2024,2024-01-26,Unit Kerja 13,Reiciendis aliquam nam mollitia earum.,2,Disposisi,{}
SRT-3191,1169/ITERA/BAU/2025,2025-08-29,Unit Kerja 11,Sit magnam omnis animi eum odit molestias.,2,Proses,{}
SRT-3192,1170/ITERA/BAU/2024,2024-08-30,Prodi Sains Data,Similique aliquam error fugiat officia.,4,Proses,{}
SRT-3193,1171/ITERA/BAU/2025,2025-04-23,Prodi Informatika,Corporis exercitationem rerum nobis velit maiores.,3,Selesai,{}
SRT-3194,1172/ITERA/BAU/2025,2025-09-20,Unit Kerja 11,Corrupti pariatur assumenda dolorem delectus.,3,Disposisi,{}
SRT-3195,1173/ITERA/BAU/2025,2025-07-27,UPT TIK,Commodi dolores necessitatibus nostrum.,5,Proses,{}
SRT-3196,1174/ITERA/BAU/2025,2025-07-26,Unit Kerja 12,Nemo repellendus reprehenderit quis.,2,Proses,{}
SRT-3197,1175/ITERA/BAU/2024,2024-07-27,Prodi Sains Data,Cumque nam mollitia vitae.,3,Selesai,{}
SRT-3198,1176/ITERA/BAU/2024,2024-04-24,Fakultas Sains,Veritatis quisquam ducimus quos perferendis totam.,2,Proses,{}
SRT-3199,1177/ITERA/BAU/2024,2024-05-16,Unit Kerja 11,Aut neque ipsa a rerum suscipit labore accusamus.,5,Selesai,{}
SRT-3200,1178/ITERA/BAU/2024,2024-12-19,Unit Kerja 14,Non modi dolores.,3,Selesai,{}
SRT-3201,1179/ITERA/BAU/2025,2025-10-05,Biro Akademik Umum,Esse libero quasi voluptas.,3,Proses,{}
SRT-3202,1180/ITERA/BAU/2024,2024-09-20,Unit Kerja 15,Aliquam molestias corrupti.,2,Disposisi,{}
SRT-3203,1181/ITERA/BAU/2025,2025-06-28,Prodi Informatika,Excepturi dignissimos laboriosam recusandae corporis.,3,Proses,{}
SRT-3204,1182/ITERA/BAU/2025,2025-01-21,Unit Kerja 11,Sit iusto aliquam tempora dolorem.,2,Proses,{}
SRT-3205,1183/ITERA/BAU/2025,2025-03-15,Unit Kerja 13,Cupiditate provident dolore quidem rem.,4,Disposisi,{}
SRT-3206,1184/ITERA/BAU/2024,2024-04-09,Prodi Sains Data,Debitis accusantium placeat repellat perspiciatis soluta.,4,Disposisi,{}
SRT-3207,1185/ITERA/BAU/2024,2024-02-25,Fakultas Sains,Modi similique sequi tempora eaque repellendus minima dicta.,2,Proses,{}
SRT-3208,1186/ITERA/BAU/2025,2025-10-25,Unit Kerja 14,Voluptatibus magnam sapiente error omnis odio eveniet.,2,Selesai,{}
SRT-3209,1187/ITERA/BAU/2025,2025-09-21,Unit Kerja 11,Consequatur qui ad dignissimos quibusdam esse architecto.,1,Selesai,{}
SRT-3210,1188/ITERA/BAU/2024,2024-10-07,Prodi Informatika,Earum eveniet blanditiis architecto tempore consectetur exercitationem similique.,1,Disposisi,{}
SRT-3211,1189/ITERA/BAU/2025,2025-10-04,UPT TIK,Fugiat vero vel.,3,Proses,{}
SRT-3212,1190/ITERA/BAU/2024,2024-06-17,Rektorat,Quos itaque omnis pariatur neque.,3,Selesai,{}
SRT-3213,1191/ITERA/BAU/2024,2024-08-16,Unit Kerja 13,Corporis voluptate dicta fugiat hic non cupiditate.,1,Selesai,{}
SRT-3214,1192/ITERA/BAU/2025,2025-04-18,Unit Kerja 12,Repellat possimus saepe deserunt.,4,Proses,{}
SRT-3215,1193/ITERA/BAU/2024,2024-09-10,Biro Akademik Umum,Natus illum error molestias delectus nesciunt aut.,5,Selesai,{}
SRT-3216,1194/ITERA/BAU/2025,2025-06-06,UPT TIK,Accusantium sapiente aspernatur debitis molestiae iste.,4,Proses,{}
SRT-3217,1195/ITERA/BAU/2024,2024-11-03,Unit Kerja 11,Repellendus voluptas ducimus maiores non totam in cumque.,2,Disposisi,{}
SRT-3218,1196/ITERA/BAU/2024,2024-07-08,Unit Kerja 11,Accusantium consequatur aut distinctio.,3,Proses,{}
SRT-3219,1197/ITERA/BAU/2025,2025-06-02,Fakultas Teknologi Industri,Maxime consectetur explicabo dolores vero mollitia.,3,Selesai,{}
SRT-3220,1198/ITERA/BAU/2024,2024-10-31,UPT TIK,Iure natus expedita rem consequuntur nesciunt.,3,Selesai,{}
SRT-3221,1199/ITERA/BAU/2025,2025-08-27,Unit Kerja 12,Doloribus quae earum maiores.,5,Proses,{}
SRT-3222,1200/ITERA/BAU/2025,2025-11-17,Prodi Sains Data,Natus ipsa consequuntur neque dolore.,5,Proses,{}
SRT-3223,1201/ITERA/BAU/2025,2025-08-31,Unit Kerja 14,Neque inventore aspernatur.,3,Selesai,{}
SRT-3224,1202/ITERA/BAU/2025,2025-10-11,Prodi Sains Data,Necessitatibus illum illum dolorem fugiat.,5,Disposisi,{}
SRT-3225,1203/ITERA/BAU/2023,2023-12-28,UPT TIK,Beatae repellendus minima ea nulla.,5,Proses,{}
SRT-3226,1204/ITERA/BAU/2024,2024-07-14,Biro Akademik Umum,Quaerat earum sapiente incidunt officiis.,3,Disposisi,{}
SRT-3227,1205/ITERA/BAU/2024,2024-12-30,Rektorat,Autem sed earum neque molestiae dolor eos.,1,Selesai,{}
SRT-3228,1206/ITERA/BAU/2025,2025-03-28,Biro Akademik Umum,Ipsam quibusdam fuga nobis quia adipisci ex.,4,Disposisi,{}
SRT-3229,1207/ITERA/BAU/2024,2024-11-27,UPT TIK,Laudantium odio itaque omnis aliquam odit.,3,Disposisi,{}
SRT-3230,1208/ITERA/BAU/2024,2024-02-24,Prodi Informatika,Earum sit iusto consequuntur velit dolores.,5,Selesai,{}
SRT-3231,1209/ITERA/BAU/2025,2025-08-13,Biro Akademik Umum,Eligendi placeat natus.,2,Selesai,{}
SRT-3232,1210/ITERA/BAU/2024,2024-02-17,Unit Kerja 13,Ab dolorum atque dolore.,2,Selesai,{}
SRT-3233,1211/ITERA/BAU/2024,2024-11-23,Unit Kerja 14,Eius minima consequatur ipsa magni explicabo.,1,Selesai,{}
SRT-3234,1212/ITERA/BAU/2025,2025-05-04,Unit Kerja 14,Commodi cupiditate labore debitis quas nobis corrupti.,2,Disposisi,{}
SRT-3235,1213/ITERA/BAU/2025,2025-11-04,Unit Kerja 14,Repellat in qui ipsum laborum consectetur.,1,Selesai,{}
SRT-3236,1214/ITERA/BAU/2025,2025-04-30,Biro Umum dan Keuangan,Itaque libero officiis officia.,5,Disposisi,{}
SRT-3237,1215/ITERA/BAU/2024,2024-12-26,Unit Kerja 11,Nihil ut rerum praesentium minima voluptas.,4,Selesai,{}
SRT-3238,1216/ITERA/BAU/2025,2025-03-30,Jurusan Sains,Perspiciatis iure delectus adipisci illum quia magni.,3,Proses,{}
SRT-3239,1217/ITERA/BAU/2025,2025-10-23,Prodi Informatika,Tenetur fugiat at ratione quisquam.,1,Disposisi,{}
